transaction_id,transaction_date,transaction_time,account_id,account_name,account_type,account_owner,description,category,subcategory,amount,transaction_type,balance_after,is_recurring,recurring_frequency,notes
TXN-95646AB78C41,2024-04-07,12:39:42,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,440.01,Transfer,-3155.8,True,Biweekly,
TXN-FCFC6051702C,2024-04-07,16:34:01,ACC-USER2-CHK,User2 Checking,Checking,User2,Panda Express,Dining,Fast Food,-19.25,Expense,750.46,False,,
TXN-1F166D7D9DE5,2024-04-07,18:35:21,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Supermarket,-194.68,Expense,160714.17,False,,
TXN-48546E34B81C,2024-04-08,08:26:42,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Netflix,Entertainment,Streaming,-15.99,Expense,201175.0,True,Monthly,
TXN-26CE473C5146,2024-04-08,09:43:04,ACC-USER2-CHK,User2 Checking,Checking,User2,Audible,Subscriptions,Various,-14.95,Expense,-5487.58,True,Monthly,
TXN-DC87AC11F8DC,2024-04-08,10:11:51,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Electric Company,Utilities,Electric,-137.73,Expense,167768.23,True,Monthly,
TXN-449C3C7C0B5E,2024-04-08,16:09:36,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-380.57,Transfer,138515.21,True,Biweekly,
TXN-F70D8198B47F,2024-04-08,16:23:51,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,380.57,Transfer,-3818.24,True,Biweekly,
TXN-19048768DB16,2024-04-08,19:29:42,ACC-JOINT-CHK,Joint Checking,Checking,Joint,City Water Dept,Utilities,Water/Sewer,-76.31,Expense,167546.44,True,Monthly,
TXN-E65653C484E8,2024-04-08,19:44:11,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Warehouse,-251.42,Expense,160252.61,False,,
TXN-C96C70C93DBD,2024-04-09,07:18:12,ACC-USER1-CHK,User1 Checking,Checking,User1,Olive Garden,Dining,Restaurants,-40.62,Expense,799.48,False,,
TXN-31FF137110CB,2024-04-09,20:41:11,ACC-USER1-CHK,User1 Checking,Checking,User1,Chipotle,Dining,Restaurants,-60.62,Expense,866.15,False,,
TXN-D4BCE16FCCA7,2024-04-10,08:54:11,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Comcast Internet,Utilities,Internet,-80,Expense,202610.99,True,Monthly,
TXN-8A2ECAC056BF,2024-04-10,10:49:46,ACC-USER1-CHK,User1 Checking,Checking,User1,iCloud Storage,Subscriptions,Various,-2.99,Expense,-4753.53,True,Monthly,
TXN-391080876FA6,2024-04-10,17:47:52,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Local Food Bank,Charity,Donations,-93.02,Expense,121231.03,False,,
TXN-815200DBB610,2024-04-10,21:36:01,ACC-USER2-CHK,User2 Checking,Checking,User2,Circle K,Transportation,Gas,-74.57,Expense,-3501.62,False,,
TXN-BB2B17C68F0B,2024-04-11,11:22:55,ACC-USER1-CHK,User1 Checking,Checking,User1,Panda Express,Dining,Fast Food,-16.96,Expense,782.52,False,,
TXN-8EA90FEB2B7B,2024-04-11,12:11:31,ACC-USER1-CHK,User1 Checking,Checking,User1,Instacart,Dining,Delivery,-33.98,Expense,748.54,False,,
TXN-C47646A4022C,2024-04-12,11:09:13,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ACME Corp,Salary,User1,4239.63,Income,42072.75,True,Biweekly,
TXN-A50D5D087A0A,2024-04-12,16:36:33,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Spotify Family,Entertainment,Streaming,-16.99,Expense,201158.01,True,Monthly,
TXN-56EBEED40A50,2024-04-13,11:51:05,ACC-USER2-CHK,User2 Checking,Checking,User2,Instacart,Dining,Delivery,-47.14,Expense,630.38,False,,
TXN-E969A42CD02C,2024-04-14,10:07:46,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Publix,Groceries,Supermarket,-210.14,Expense,160504.03,False,,
TXN-D02690608F1D,2024-04-14,11:07:51,ACC-USER2-CHK,User2 Checking,Checking,User2,Starbucks,Dining,Fast Food,-9.61,Expense,677.52,False,,
TXN-2CA5D8457CA5,2024-04-14,17:11:51,ACC-USER1-CHK,User1 Checking,Checking,User1,Buffalo Wild Wings,Dining,Restaurants,-26.05,Expense,840.1,False,,
TXN-5680193F0B46,2024-04-14,21:19:32,ACC-USER2-CHK,User2 Checking,Checking,User2,Subway,Dining,Fast Food,-9.37,Expense,687.13,False,,
TXN-FA037E81F3A7,2024-04-15,08:38:04,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Verizon Wireless - Family Plan,Utilities,Phone,-140,Expense,202470.99,True,Monthly,
TXN-BAE561FE5E26,2024-04-15,09:11:47,ACC-USER2-CHK,User2 Checking,Checking,User2,Peloton App,Subscriptions,Various,-12.99,Expense,-5500.57,True,Monthly,
TXN-6DEB18CF5A79,2024-04-15,11:11:26,ACC-JOINT-CHK,Joint Checking,Checking,Joint,IRS Tax Refund,Tax Refund,Government,1850,Income,126385.38,False,,
TXN-052A6D9370BB,2024-04-15,11:28:38,ACC-USER1-CHK,User1 Checking,Checking,User1,Olive Garden,Dining,Restaurants,-61.96,Expense,686.58,False,,
TXN-08440ABB2718,2024-04-15,12:32:51,ACC-USER2-CHK,User2 Checking,Checking,User2,McDonald's,Dining,Fast Food,-11.95,Expense,605.81,False,,
TXN-CE38BCBF501E,2024-04-15,15:18:20,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Red Robin,Dining,Restaurants,-46.87,Expense,150403.19,False,,
TXN-346CEF78B869,2024-04-15,17:55:15,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Auto Loan - Chase,Transportation,Car Payment,-425,Expense,202045.99,True,Monthly,
TXN-629097E32DDA,2024-04-16,20:03:15,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Exxon,Transportation,Gas,-44.99,Expense,148245.92,False,,
TXN-3030FAE8804F,2024-04-17,10:07:01,ACC-USER1-CHK,User1 Checking,Checking,User1,Instacart,Dining,Delivery,-49.0,Expense,523.19,False,,
TXN-94F9188AD79B,2024-04-17,16:08:33,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Grubhub,Dining,Delivery,-44.46,Expense,150358.73,False,,
TXN-2A3469C13BF6,2024-04-17,16:09:43,ACC-USER1-CHK,User1 Checking,Checking,User1,Dunkin,Dining,Fast Food,-15.41,Expense,572.19,False,,
TXN-AC3D0F8AD673,2024-04-17,16:58:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Walgreens,Healthcare,Pharmacy,-41.16,Expense,146753.2,False,,
TXN-46D4116C7B85,2024-04-18,12:59:16,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Disney+,Entertainment,Streaming,-13.99,Expense,201144.02,True,Monthly,
TXN-7237726CBAC4,2024-04-19,10:58:54,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Gas Utility,Utilities,Gas,-145.48,Expense,167622.75,True,Monthly,
TXN-8F78648B5C6E,2024-04-19,11:27:10,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ABC Company,Salary,User2,3828.19,Income,148438.07,True,Biweekly,
TXN-17CE8A4610D6,2024-04-20,11:46:37,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Kroger,Groceries,Supermarket,-153.98,Expense,160098.63,False,,
TXN-5C635A8FE7CF,2024-04-20,12:28:02,ACC-USER1-CHK,User1 Checking,Checking,User1,Red Robin,Dining,Restaurants,-70.83,Expense,615.75,False,,
TXN-887D26ECE5B2,2024-04-20,13:07:56,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Geico Auto Insurance,Transportation,Car Insurance,-185,Expense,201860.99,True,Monthly,
TXN-ACFE98C4602F,2024-04-20,15:07:24,ACC-USER2-CHK,User2 Checking,Checking,User2,Adobe Creative Cloud,Subscriptions,Various,-54.99,Expense,-5555.56,True,Monthly,
TXN-E4B0D04E7F2D,2024-04-20,20:38:43,ACC-USER1-CHK,User1 Checking,Checking,User1,Chick-fil-A,Dining,Fast Food,-8.57,Expense,607.18,False,,
TXN-662DF6E14BCF,2024-04-21,10:49:41,ACC-USER1-CHK,User1 Checking,Checking,User1,Panda Express,Dining,Fast Food,-19.58,Expense,587.6,False,,
TXN-2BCEF94AB988,2024-04-21,11:40:50,ACC-USER2-CHK,User2 Checking,Checking,User2,Dunkin,Dining,Fast Food,-12.62,Expense,617.76,False,,
TXN-EF6B45DEBAA0,2024-04-21,12:15:50,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,381.63,Transfer,-2774.17,True,Biweekly,
TXN-A0A3C7054730,2024-04-21,13:10:00,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-381.63,Transfer,138133.58,True,Biweekly,
TXN-01B95D057EA8,2024-04-22,11:53:23,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,372.15,Transfer,-3446.08,True,Biweekly,
TXN-FE6DD745E039,2024-04-22,18:12:17,ACC-USER1-CHK,User1 Checking,Checking,User1,Valero,Transportation,Gas,-77.98,Expense,-3487.8,False,,
TXN-98163B6E0F9D,2024-04-22,18:41:27,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-372.15,Transfer,137761.42,True,Biweekly,
TXN-9F2C98A2816D,2024-04-22,18:45:59,ACC-USER1-CHK,User1 Checking,Checking,User1,Wendy's,Dining,Fast Food,-9.3,Expense,495.52,False,,
TXN-4AC7CEE364B7,2024-04-23,14:11:57,ACC-USER1-CHK,User1 Checking,Checking,User1,McDonald's,Dining,Fast Food,-18.37,Expense,504.82,False,,
TXN-A83523586275,2024-04-23,16:23:29,ACC-USER2-CHK,User2 Checking,Checking,User2,Instacart,Dining,Delivery,-59.08,Expense,411.78,False,,
TXN-3E1CC8C8C886,2024-04-23,18:34:08,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Warehouse,-339.55,Expense,159636.55,False,,
TXN-01F89EF2D403,2024-04-24,11:44:58,ACC-USER2-CHK,User2 Checking,Checking,User2,Buffalo Wild Wings,Dining,Restaurants,-68.2,Expense,478.89,False,,
TXN-A2D7EB688E68,2024-04-25,08:16:49,ACC-USER2-CHK,User2 Checking,Checking,User2,Five Guys,Dining,Restaurants,-58.72,Expense,547.09,False,,
TXN-7DB79A920945,2024-04-25,16:02:39,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Student Loan Payment - Navient,Debt,Student Loan,-350,Expense,201190.99,True,Monthly,
TXN-CDD0AE96C8AC,2024-04-26,08:05:24,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ACME Corp,Salary,User1,4291.44,Income,46364.19,True,Biweekly,
TXN-F0A957BFA65A,2024-04-27,08:12:50,ACC-USER1-CHK,User1 Checking,Checking,User1,Chick-fil-A,Dining,Fast Food,-10.48,Expense,485.04,False,,
TXN-C6934CD866CF,2024-04-27,17:22:45,ACC-USER2-CHK,User2 Checking,Checking,User2,Panda Express,Dining,Fast Food,-8.03,Expense,470.86,False,,
TXN-66096F8D2DD6,2024-04-28,08:38:02,ACC-USER1-SAV,User1 Savings,Savings,User1,Interest Payment,Interest,Savings,47.99,Interest,14591.02,True,Monthly,
TXN-79BE9F0C5677,2024-04-28,11:14:23,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Interest Payment,Interest,Savings,103.32,Interest,31411.24,True,Monthly,
TXN-2D8AC49A40F8,2024-04-28,18:24:59,ACC-USER2-SAV,User2 Savings,Savings,User2,Interest Payment,Interest,Savings,34.33,Interest,10436.63,True,Monthly,
TXN-71BA533A1863,2024-04-28,20:08:42,ACC-USER1-CHK,User1 Checking,Checking,User1,Amazon.com,Shopping,Online Shopping,-47.64,Expense,-4482.55,False,,
TXN-6DDA4ECCE1A3,2024-04-29,09:56:53,ACC-USER2-CHK,User2 Checking,Checking,User2,Panda Express,Dining,Fast Food,-14.41,Expense,359.67,False,,
TXN-367BF99FABAE,2024-04-29,20:12:18,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Publix,Groceries,Supermarket,-122.53,Expense,159976.1,False,,
TXN-4A28EFBD9905,2024-04-30,16:34:05,ACC-USER2-CHK,User2 Checking,Checking,User2,Wendy's,Dining,Fast Food,-18.5,Expense,325.32,False,,
TXN-11243E71F145,2024-05-01,08:04:34,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Health Insurance - Blue Cross,Healthcare,Insurance Premium,-320,Expense,197519.02,True,Monthly,
TXN-9CA09DF09F06,2024-05-01,09:37:54,ACC-USER1-CHK,User1 Checking,Checking,User1,Gym Membership,Subscriptions,Various,-45,Expense,-4863.52,True,Monthly,
TXN-218FD70C8A7B,2024-05-01,10:42:45,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Mortgage Payment - Wells Fargo,Housing,Mortgage/Rent,-2200,Expense,198944.02,True,Monthly,
TXN-E971E0C8BAD6,2024-05-01,12:15:16,ACC-JOINT-CHK,Joint Checking,Checking,Joint,HOA Monthly Dues,Housing,HOA Fees,-150,Expense,198794.02,True,Monthly,
TXN-765B27C28406,2024-05-01,20:05:16,ACC-USER2-CHK,User2 Checking,Checking,User2,Subway,Dining,Fast Food,-15.85,Expense,343.82,False,,
TXN-66E8A3CE1CD2,2024-05-01,21:07:43,ACC-USER2-CHK,User2 Checking,Checking,User2,Valero,Transportation,Gas,-59.79,Expense,-3561.41,False,,
TXN-C5A8C4DAB7BD,2024-05-02,15:06:11,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to Joint Savings,Transfer,Monthly Savings Goal,-500,Transfer,137261.42,True,Monthly,
TXN-66BDFE0B5059,2024-05-02,17:38:05,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Transfer from Joint Checking,Transfer,Monthly Savings Goal,500,Transfer,27500.0,True,Monthly,
TXN-41769833F25F,2024-05-03,08:08:20,ACC-USER2-CHK,User2 Checking,Checking,User2,Red Robin,Dining,Restaurants,-37.7,Expense,374.08,False,,
TXN-20EFC20224BD,2024-05-03,18:46:30,ACC-USER1-CHK,User1 Checking,Checking,User1,Olive Garden,Dining,Restaurants,-76.38,Expense,408.66,False,,
TXN-8A4D977877CA,2024-05-03,18:57:38,ACC-USER2-CHK,User2 Checking,Checking,User2,Uber Eats,Dining,Delivery,-54.01,Expense,271.31,False,,
TXN-38A4EB7CA30E,2024-05-03,21:46:16,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Salary - ABC Company,Salary,User2,3790.74,Income,152228.81,True,Biweekly,
TXN-04AAB2873EA5,2024-05-05,07:27:17,ACC-USER1-CHK,User1 Checking,Checking,User1,NYT Digital Subscription,Subscriptions,Various,-17,Expense,-4815.53,True,Monthly,
TXN-3E05B2B67C2C,2024-05-05,09:23:25,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer to User2 Savings,Transfer,Automatic Savings,-150,Transfer,-2979.25,True,Monthly,
TXN-D75F0BA63FD4,2024-05-05,10:57:49,ACC-USER2-SAV,User2 Savings,Savings,User2,Transfer from User2 Checking,Transfer,Automatic Savings,150,Transfer,9250.0,True,Monthly,
TXN-433E2E95ADE5,2024-05-05,11:10:10,ACC-USER1-CHK,User1 Checking,Checking,User1,Starbucks,Dining,Fast Food,-10.02,Expense,387.85,False,,
TXN-0DF5F153A505,2024-05-05,13:08:42,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Homeowners Insurance - State Farm,Housing,Home Insurance,-125,Expense,198669.02,True,Monthly,
TXN-E931A9AE3A95,2024-05-05,13:32:58,ACC-USER1-CHK,User1 Checking,Checking,User1,Chick-fil-A,Dining,Fast Food,-10.79,Expense,397.87,False,,
TXN-CF75D84EA075,2024-05-05,14:41:49,ACC-USER1-SAV,User1 Savings,Savings,User1,Transfer from User1 Checking,Transfer,Automatic Savings,200,Transfer,13000.0,True,Monthly,
TXN-96B9F4FBC699,2024-05-05,15:18:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Whole Foods,Groceries,Supermarket,-123.34,Expense,159513.21,False,,
TXN-BE28BFD46EC1,2024-05-05,15:57:34,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer to User1 Savings,Transfer,Automatic Savings,-200,Transfer,-2388.13,True,Monthly,
TXN-6B216C797381,2024-05-06,14:11:55,ACC-USER2-CHK,User2 Checking,Checking,User2,Exxon,Transportation,Gas,-65.1,Expense,-3626.51,False,,
TXN-3BC7570504E6,2024-05-07,20:52:08,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-434.18,Transfer,136827.25,True,Biweekly,
TXN-82FCBAE228F3,2024-05-07,21:34:12,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,434.18,Transfer,-2539.99,True,Biweekly,
TXN-36238614DE32,2024-05-08,07:18:24,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Instacart,Dining,Delivery,-51.32,Expense,150164.24,False,,
TXN-FA837ED3EC1F,2024-05-08,09:59:22,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Netflix,Entertainment,Streaming,-15.99,Expense,197153.03,True,Monthly,
TXN-5B01E9F48CC3,2024-05-08,11:00:21,ACC-USER2-CHK,User2 Checking,Checking,User2,Audible,Subscriptions,Various,-14.95,Expense,-5570.51,True,Monthly,
TXN-595BC4D9C924,2024-05-08,18:04:57,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,376.32,Transfer,-3219.76,True,Biweekly,
TXN-30CD850C9F69,2024-05-08,18:55:22,ACC-USER2-CHK,User2 Checking,Checking,User2,Chick-fil-A,Dining,Fast Food,-16.25,Expense,174.01,False,,
TXN-6206171CFB19,2024-05-08,21:40:04,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-376.32,Transfer,136450.92,True,Biweekly,
TXN-CB17B03B8AA8,2024-05-09,11:28:51,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Walgreens,Healthcare,Pharmacy,-16.64,Expense,146736.56,False,,
TXN-CFC27CAAC1B0,2024-05-09,11:29:04,ACC-USER2-CHK,User2 Checking,Checking,User2,Subway,Dining,Fast Food,-10.34,Expense,208.36,False,,
TXN-D0EE01FE8A16,2024-05-09,12:15:29,ACC-USER1-CHK,User1 Checking,Checking,User1,Chick-fil-A,Dining,Fast Food,-10.87,Expense,376.98,False,,
TXN-E3009D7CC049,2024-05-10,14:28:16,ACC-JOINT-CHK,Joint Checking,Checking,Joint,City Water Dept,Utilities,Water/Sewer,-67.69,Expense,167279.5,True,Monthly,
TXN-A97E1810D0F9,2024-05-10,15:16:08,ACC-USER1-CHK,User1 Checking,Checking,User1,iCloud Storage,Subscriptions,Various,-2.99,Expense,-4818.52,True,Monthly,
TXN-46F0E8A4C450,2024-05-10,15:18:41,ACC-USER2-CHK,User2 Checking,Checking,User2,Chipotle,Dining,Restaurants,-52.61,Expense,218.7,False,,
TXN-7E3EEE6CA6FE,2024-05-10,16:16:51,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ACME Corp,Salary,User1,4119.34,Income,50483.53,True,Biweekly,
TXN-4655A0274599,2024-05-10,17:19:29,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Comcast Internet,Utilities,Internet,-80,Expense,198589.02,True,Monthly,
TXN-116B03C1247F,2024-05-11,14:29:13,ACC-USER2-CHK,User2 Checking,Checking,User2,Starbucks,Dining,Fast Food,-18.1,Expense,190.26,False,,
TXN-2B15BC3ED381,2024-05-12,08:02:41,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Cheesecake Factory,Dining,Restaurants,-77.73,Expense,150281.0,False,,
TXN-BBCFD53AE25A,2024-05-12,19:36:26,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Cheesecake Factory,Dining,Restaurants,-65.44,Expense,150215.56,False,,
TXN-6D61BD9A9158,2024-05-12,21:04:56,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Spotify Family,Entertainment,Streaming,-16.99,Expense,197136.04,True,Monthly,
TXN-20294BD2047B,2024-05-13,07:36:18,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Walmart,Groceries,Supermarket,-236.66,Expense,159276.55,False,,
TXN-47E5E7307E44,2024-05-14,12:02:25,ACC-USER2-CHK,User2 Checking,Checking,User2,Wendy's,Dining,Fast Food,-11.27,Expense,55.46,False,,
TXN-D12D4116B417,2024-05-14,18:20:12,ACC-USER2-CHK,User2 Checking,Checking,User2,Applebee's,Dining,Restaurants,-35.26,Expense,138.75,False,,
TXN-60238A6E2F65,2024-05-14,18:56:47,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Doctor Visit Copay,Healthcare,Copay,-50,Expense,146686.56,False,,
TXN-07A191EE8BB8,2024-05-15,12:59:48,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Verizon Wireless - Family Plan,Utilities,Phone,-140,Expense,198449.02,True,Monthly,
TXN-70F9328758E2,2024-05-15,14:45:59,ACC-USER2-CHK,User2 Checking,Checking,User2,Peloton App,Subscriptions,Various,-12.99,Expense,-5583.5,True,Monthly,
TXN-7B30C6F862EB,2024-05-15,15:29:15,ACC-USER1-CHK,User1 Checking,Checking,User1,Buffalo Wild Wings,Dining,Restaurants,-78.73,Expense,298.25,False,,
TXN-F3F47C6AA26B,2024-05-15,21:04:00,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Auto Loan - Chase,Transportation,Car Payment,-425,Expense,198024.02,True,Monthly,
TXN-A9B11E8447C4,2024-05-15,21:28:39,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Electric Company,Utilities,Electric,-124.0,Expense,167422.44,True,Monthly,
TXN-A0DCBF886A9F,2024-05-16,18:53:44,ACC-USER1-CHK,User1 Checking,Checking,User1,Speedway,Transportation,Gas,-66.23,Expense,-3554.03,False,,
TXN-FF2E87513425,2024-05-17,08:24:32,ACC-USER1-CHK,User1 Checking,Checking,User1,Uber Eats,Dining,Delivery,-47.31,Expense,234.37,False,,
TXN-D524D7D1CDC0,2024-05-17,14:38:56,ACC-USER2-CHK,User2 Checking,Checking,User2,Dunkin,Dining,Fast Food,-19.42,Expense,66.73,False,,
TXN-615966627934,2024-05-17,15:58:06,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ABC Company,Salary,User2,3894.38,Income,156123.19,True,Biweekly,
TXN-57689D01C1BE,2024-05-17,18:15:55,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Tire Rotation - Discount Tire,Transportation,Maintenance,-40,Expense,121034.69,False,,
TXN-57BF26A021D3,2024-05-18,10:23:18,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Disney+,Entertainment,Streaming,-13.99,Expense,197122.05,True,Monthly,
TXN-26B8DA1D008C,2024-05-18,15:28:57,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Gas Utility,Utilities,Gas,-75.25,Expense,167347.19,True,Monthly,
TXN-851CF36C962F,2024-05-19,07:16:55,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Supermarket,-226.03,Expense,159050.52,False,,
TXN-8350C2A7F260,2024-05-19,14:31:56,ACC-USER2-CHK,User2 Checking,Checking,User2,Applebee's,Dining,Restaurants,-52.6,Expense,86.15,False,,
TXN-24EFFAA9E1AA,2024-05-19,20:06:27,ACC-USER1-CHK,User1 Checking,Checking,User1,Panda Express,Dining,Fast Food,-16.57,Expense,281.68,False,,
TXN-E97A3A13F78F,2024-05-20,09:02:09,ACC-USER2-CHK,User2 Checking,Checking,User2,Adobe Creative Cloud,Subscriptions,Various,-54.99,Expense,-5638.49,True,Monthly,
TXN-DB50F6B4B10D,2024-05-20,09:54:36,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Mobil,Transportation,Gas,-78.9,Expense,148167.02,False,,
TXN-ED2050FF6652,2024-05-20,14:39:36,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Geico Auto Insurance,Transportation,Car Insurance,-185,Expense,197839.02,True,Monthly,
TXN-5682D7A7BEC0,2024-05-21,09:38:57,ACC-USER2-CHK,User2 Checking,Checking,User2,Dunkin,Dining,Fast Food,-10.35,Expense,-19.51,False,,
TXN-AEB5B6221DDF,2024-05-21,11:05:15,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Warehouse,-237.77,Expense,158626.68,False,,
TXN-6950CBB16AF7,2024-05-21,15:02:02,ACC-USER1-CHK,User1 Checking,Checking,User1,Outback Steakhouse,Dining,Restaurants,-46.86,Expense,129.17,False,,
TXN-CBB8A41766F7,2024-05-21,15:23:48,ACC-USER1-CHK,User1 Checking,Checking,User1,Olive Garden,Dining,Restaurants,-58.34,Expense,176.03,False,,
TXN-563FCEC5416E,2024-05-21,15:40:01,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-351.86,Transfer,136099.06,True,Biweekly,
TXN-C56E70AA4B53,2024-05-21,20:37:37,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,351.86,Transfer,-2188.13,True,Biweekly,
TXN-9E06A92E7F56,2024-05-22,07:35:16,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,390.51,Transfer,-2829.25,True,Biweekly,
TXN-73F59D793C46,2024-05-22,16:13:58,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-390.51,Transfer,135708.55,True,Biweekly,
TXN-D6FBC66D0542,2024-05-22,17:50:49,ACC-USER1-CHK,User1 Checking,Checking,User1,DoorDash,Dining,Delivery,-39.11,Expense,90.06,False,,
TXN-ED290463D0B2,2024-05-24,09:25:39,ACC-USER2-CHK,User2 Checking,Checking,User2,Chick-fil-A,Dining,Fast Food,-16.06,Expense,-35.57,False,,
TXN-1474C6F551C8,2024-05-24,15:07:59,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ACME Corp,Salary,User1,4108.69,Income,54592.22,True,Biweekly,
TXN-255482C425FE,2024-05-25,10:32:16,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Student Loan Payment - Navient,Debt,Student Loan,-350,Expense,197169.02,True,Monthly,
TXN-AB2BAB01AAF0,2024-05-25,13:40:50,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Mother's Day Gift,Gifts,Holidays/Birthdays,-161.33,Expense,121324.05,False,,
TXN-7D3FF41E44B6,2024-05-25,16:40:43,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Target,Groceries,Supermarket,-186.07,Expense,158864.45,False,,
TXN-4A494160340D,2024-05-25,18:36:19,ACC-USER2-CHK,User2 Checking,Checking,User2,Wendy's,Dining,Fast Food,-12.88,Expense,-48.45,False,,
TXN-5667501B2EDE,2024-05-26,08:26:37,ACC-USER2-CHK,User2 Checking,Checking,User2,DoorDash,Dining,Delivery,-47.11,Expense,-95.56,False,,
TXN-69B87E913D1F,2024-05-26,17:39:07,ACC-USER2-CHK,User2 Checking,Checking,User2,Five Guys,Dining,Restaurants,-64.62,Expense,-9.16,False,,
TXN-5A7D443C6509,2024-05-27,13:09:26,ACC-USER2-CHK,User2 Checking,Checking,User2,Subway,Dining,Fast Food,-19.77,Expense,-187.2,False,,
